,Origin City,Origin Airport,Destination City,Destination Airport,Date,Route Number,Distance (km),Price
970,"PORTLAND, OREGON",PDX,SALT LAKE CITY,SLC,2025/07/05,11,1021.22,153.54
971,SALT LAKE CITY,SLC,SEATTLE,SEA,2025/07/09,11,1126.26,140.64
972,"PORTLAND, OREGON",PDX,SEATTLE,SEA,2025/07/05,11,233.42,76.14
973,SEATTLE,SEA,SALT LAKE CITY,SLC,2025/07/09,11,1126.26,140.64
974,"PORTLAND, OREGON",PDX,CHICAGO,ORD,2025/07/05,11,2822.87,154.61
975,SALT LAKE CITY,SLC,SEATTLE,SEA,2025/07/13,11,1126.26,140.64
976,SEATTLE,SEA,SALT LAKE CITY,SLC,2025/07/13,11,1126.26,140.64
977,SALT LAKE CITY,SLC,SEATTLE,SEA,2025/07/17,11,1126.26,226.38
978,SEATTLE,SEA,SALT LAKE CITY,SLC,2025/07/17,11,1126.26,221.07
979,"PORTLAND, OREGON",PDX,PHOENIX,PHX,2025/07/05,11,1618.38,121.29
980,SAN DIEGO,SAN,CHICAGO,ORD,2025/07/01,11,2784.1,199.51
981,CHICAGO,ORD,SALT LAKE CITY,SLC,2025/07/05,11,2021.74,238.21
982,CHICAGO,ORD,SEATTLE,SEA,2025/07/05,11,2788.67,207.29
983,CHICAGO,ORD,"PORTLAND, OREGON",PDX,2025/07/05,11,2822.87,164.03
984,CHICAGO,ORD,PHOENIX,PHX,2025/07/05,11,2333.89,245.99
985,SAN DIEGO,SAN,PHOENIX,PHX,2025/07/01,11,480.51,181.23
986,PHOENIX,PHX,SALT LAKE CITY,SLC,2025/07/05,11,813.26,211.40
987,PHOENIX,PHX,SEATTLE,SEA,2025/07/05,11,1793.58,71.84
988,PHOENIX,PHX,"PORTLAND, OREGON",PDX,2025/07/05,11,1618.38,121.29
989,PHOENIX,PHX,CHICAGO,ORD,2025/07/05,11,2333.89,239.35
990,SAN DIEGO,SAN,SALT LAKE CITY,SLC,2025/08/01,12,1009.72,268.37
991,SALT LAKE CITY,SLC,SEATTLE,SEA,2025/08/05,12,1126.26,183.38
992,SEATTLE,SEA,"PORTLAND, OREGON",PDX,2025/08/09,12,233.42,175.86
993,"PORTLAND, OREGON",PDX,CHICAGO,ORD,2025/08/13,12,2822.87,110.54
994,CHICAGO,ORD,PHOENIX,PHX,2025/08/17,12,2333.89,176.93
995,PHOENIX,PHX,SAN DIEGO,SAN,2025/08/21,12,480.51,219.93
996,"PORTLAND, OREGON",PDX,PHOENIX,PHX,2025/08/13,12,1618.38,121.29
997,PHOENIX,PHX,CHICAGO,ORD,2025/08/17,12,2333.89,176.93
998,CHICAGO,ORD,SAN DIEGO,SAN,2025/08/21,12,2784.1,236.12
999,SEATTLE,SEA,CHICAGO,ORD,2025/08/09,12,2788.67,272.86
1000,CHICAGO,ORD,"PORTLAND, OREGON",PDX,2025/08/13,12,2822.87,110.54
1001,"PORTLAND, OREGON",PDX,PHOENIX,PHX,2025/08/17,12,1618.38,139.56
1002,CHICAGO,ORD,PHOENIX,PHX,2025/08/13,12,2333.89,147.91
1003,PHOENIX,PHX,"PORTLAND, OREGON",PDX,2025/08/17,12,1618.38,139.56
1004,"PORTLAND, OREGON",PDX,SAN DIEGO,SAN,2025/08/21,12,1500.32,158.66
1005,SEATTLE,SEA,PHOENIX,PHX,2025/08/09,12,1793.58,153.28
1006,PHOENIX,PHX,"PORTLAND, OREGON",PDX,2025/08/13,12,1618.38,121.29
1007,"PORTLAND, OREGON",PDX,CHICAGO,ORD,2025/08/17,12,2822.87,121.29
1008,PHOENIX,PHX,CHICAGO,ORD,2025/08/13,12,2333.89,147.91
1009,CHICAGO,ORD,"PORTLAND, OREGON",PDX,2025/08/17,12,2822.87,121.29
1010,SALT LAKE CITY,SLC,"PORTLAND, OREGON",PDX,2025/08/05,12,1021.22,216.77
1011,"PORTLAND, OREGON",PDX,SEATTLE,SEA,2025/08/09,12,233.42,175.86
1012,SEATTLE,SEA,CHICAGO,ORD,2025/08/13,12,2788.67,82.59
1013,SEATTLE,SEA,PHOENIX,PHX,2025/08/13,12,1793.58,71.84
1014,"PORTLAND, OREGON",PDX,CHICAGO,ORD,2025/08/09,12,2822.87,187.75
1015,CHICAGO,ORD,SEATTLE,SEA,2025/08/13,12,2788.67,82.59
1016,SEATTLE,SEA,PHOENIX,PHX,2025/08/17,12,1793.58,71.84
1017,PHOENIX,PHX,SEATTLE,SEA,2025/08/17,12,1793.58,71.84
1018,SEATTLE,SEA,SAN DIEGO,SAN,2025/08/21,12,1712.18,124.26
1019,"PORTLAND, OREGON",PDX,PHOENIX,PHX,2025/08/09,12,1618.38,147.97
1020,PHOENIX,PHX,SEATTLE,SEA,2025/08/13,12,1793.58,71.84
1021,SEATTLE,SEA,CHICAGO,ORD,2025/08/17,12,2788.67,111.61
1022,CHICAGO,ORD,SEATTLE,SEA,2025/08/17,12,2788.67,111.61
1023,SALT LAKE CITY,SLC,CHICAGO,ORD,2025/08/05,12,2021.74,263.00
1024,CHICAGO,ORD,SEATTLE,SEA,2025/08/09,12,2788.67,207.29
1025,SEATTLE,SEA,"PORTLAND, OREGON",PDX,2025/08/13,12,233.42,76.14
1026,CHICAGO,ORD,"PORTLAND, OREGON",PDX,2025/08/09,12,2822.87,154.61
1027,"PORTLAND, OREGON",PDX,SEATTLE,SEA,2025/08/13,12,233.42,76.14
1028,CHICAGO,ORD,PHOENIX,PHX,2025/08/09,12,2333.89,245.99
1029,SEATTLE,SEA,"PORTLAND, OREGON",PDX,2025/08/17,12,233.42,76.14
1030,"PORTLAND, OREGON",PDX,SEATTLE,SEA,2025/08/17,12,233.42,76.14
1031,SALT LAKE CITY,SLC,PHOENIX,PHX,2025/08/05,12,813.26,215.63
1032,PHOENIX,PHX,SEATTLE,SEA,2025/08/09,12,1793.58,165.11
1033,PHOENIX,PHX,"PORTLAND, OREGON",PDX,2025/08/09,12,1618.38,121.29
1034,PHOENIX,PHX,CHICAGO,ORD,2025/08/09,12,2333.89,245.99
1035,SAN DIEGO,SAN,SEATTLE,SEA,2025/08/01,12,1712.18,124.26
1036,SEATTLE,SEA,SALT LAKE CITY,SLC,2025/08/05,12,1126.26,183.38
1037,SALT LAKE CITY,SLC,"PORTLAND, OREGON",PDX,2025/08/09,12,1021.22,216.77
1038,SALT LAKE CITY,SLC,CHICAGO,ORD,2025/08/09,12,2021.74,276.91
1039,SALT LAKE CITY,SLC,PHOENIX,PHX,2025/08/09,12,813.26,215.63
1040,SEATTLE,SEA,"PORTLAND, OREGON",PDX,2025/08/05,12,233.42,175.86
1041,"PORTLAND, OREGON",PDX,SALT LAKE CITY,SLC,2025/08/09,12,1021.22,140.38
1042,SALT LAKE CITY,SLC,CHICAGO,ORD,2025/08/13,12,2021.74,216.71
1043,SALT LAKE CITY,SLC,PHOENIX,PHX,2025/08/13,12,813.26,186.67
1044,CHICAGO,ORD,SALT LAKE CITY,SLC,2025/08/13,12,2021.74,216.71
1045,SALT LAKE CITY,SLC,PHOENIX,PHX,2025/08/17,12,813.26,205.96
1046,PHOENIX,PHX,SALT LAKE CITY,SLC,2025/08/17,12,813.26,205.96
1047,SALT LAKE CITY,SLC,SAN DIEGO,SAN,2025/08/21,12,1009.72,188.76
1048,PHOENIX,PHX,SALT LAKE CITY,SLC,2025/08/13,12,813.26,205.96
1049,SALT LAKE CITY,SLC,CHICAGO,ORD,2025/08/17,12,2021.74,238.21
1050,CHICAGO,ORD,SALT LAKE CITY,SLC,2025/08/17,12,2021.74,238.21
1051,SEATTLE,SEA,CHICAGO,ORD,2025/08/05,12,2788.67,155.69
1052,CHICAGO,ORD,SALT LAKE CITY,SLC,2025/08/09,12,2021.74,229.67
1053,SALT LAKE CITY,SLC,"PORTLAND, OREGON",PDX,2025/08/13,12,1021.22,153.54
1054,"PORTLAND, OREGON",PDX,SALT LAKE CITY,SLC,2025/08/13,12,1021.22,140.38
1055,SALT LAKE CITY,SLC,"PORTLAND, OREGON",PDX,2025/08/17,12,1021.22,153.54
1056,"PORTLAND, OREGON",PDX,SALT LAKE CITY,SLC,2025/08/17,12,1021.22,153.54
1057,SEATTLE,SEA,PHOENIX,PHX,2025/08/05,12,1793.58,153.28
1058,PHOENIX,PHX,SALT LAKE CITY,SLC,2025/08/09,12,813.26,211.26
1059,SAN DIEGO,SAN,"PORTLAND, OREGON",PDX,2025/08/01,12,1500.32,137.22
1060,"PORTLAND, OREGON",PDX,SALT LAKE CITY,SLC,2025/08/05,12,1021.22,140.38
1061,SALT LAKE CITY,SLC,SEATTLE,SEA,2025/08/09,12,1126.26,244.72
1062,"PORTLAND, OREGON",PDX,SEATTLE,SEA,2025/08/05,12,233.42,175.86
1063,SEATTLE,SEA,SALT LAKE CITY,SLC,2025/08/09,12,1126.26,221.07
1064,"PORTLAND, OREGON",PDX,CHICAGO,ORD,2025/08/05,12,2822.87,207.03
1065,SALT LAKE CITY,SLC,SEATTLE,SEA,2025/08/13,12,1126.26,140.64
1066,SEATTLE,SEA,SALT LAKE CITY,SLC,2025/08/13,12,1126.26,140.64
1067,SALT LAKE CITY,SLC,SEATTLE,SEA,2025/08/17,12,1126.26,140.64
1068,SEATTLE,SEA,SALT LAKE CITY,SLC,2025/08/17,12,1126.26,140.64
1069,"PORTLAND, OREGON",PDX,PHOENIX,PHX,2025/08/05,12,1618.38,169.41
1070,SAN DIEGO,SAN,CHICAGO,ORD,2025/08/01,12,2784.1,225.37
1071,CHICAGO,ORD,SALT LAKE CITY,SLC,2025/08/05,12,2021.74,267.49
1072,CHICAGO,ORD,SEATTLE,SEA,2025/08/05,12,2788.67,125.59
1073,CHICAGO,ORD,"PORTLAND, OREGON",PDX,2025/08/05,12,2822.87,154.61
1074,CHICAGO,ORD,PHOENIX,PHX,2025/08/05,12,2333.89,245.99
1075,SAN DIEGO,SAN,PHOENIX,PHX,2025/08/01,12,480.51,219.93
1076,PHOENIX,PHX,SALT LAKE CITY,SLC,2025/08/05,12,813.26,211.26
1077,PHOENIX,PHX,SEATTLE,SEA,2025/08/05,12,1793.58,165.11
1078,PHOENIX,PHX,"PORTLAND, OREGON",PDX,2025/08/05,12,1618.38,121.29
1079,PHOENIX,PHX,CHICAGO,ORD,2025/08/05,12,2333.89,245.80
1080,PARIS,CDG,AMSTERDAM,AMS,2025/12/26,13,430.51,199.47
1081,AMSTERDAM,AMS,PRAGUE,PRG,2025/12/30,13,709.98,207.33
1082,PRAGUE,PRG,LONDON,LHR,2026/01/03,13,1032.7,195.63
1083,LONDON,LHR,BRUSSELS,BRU,2026/01/07,13,320.31,615.48
1084,BRUSSELS,BRU,MADRID,MAD,2026/01/11,13,,89.72
1085,MADRID,MAD,PARIS,CDG,2026/01/15,13,1052.45,10000000000.0
1086,LONDON,LHR,MADRID,MAD,2026/01/07,13,1263.58,288.07
1087,MADRID,MAD,BRUSSELS,BRU,2026/01/11,13,,170.40
1088,BRUSSELS,BRU,PARIS,CDG,2026/01/15,13,264.31,10000000000.0
1089,PRAGUE,PRG,BRUSSELS,BRU,2026/01/03,13,717.29,510.15
1090,BRUSSELS,BRU,LONDON,LHR,2026/01/07,13,320.31,168.08
1091,LONDON,LHR,MADRID,MAD,2026/01/11,13,1263.58,288.07
1092,BRUSSELS,BRU,MADRID,MAD,2026/01/07,13,,89.72
1093,MADRID,MAD,LONDON,LHR,2026/01/11,13,1263.58,245.71
1094,LONDON,LHR,PARIS,CDG,2026/01/15,13,343.77,10000000000.0
1095,PRAGUE,PRG,MADRID,MAD,2026/01/03,13,1772.38,1452.77
1096,MADRID,MAD,LONDON,LHR,2026/01/07,13,1263.58,650.95
1097,LONDON,LHR,BRUSSELS,BRU,2026/01/11,13,320.31,352.35
1098,MADRID,MAD,BRUSSELS,BRU,2026/01/07,13,,170.40
1099,BRUSSELS,BRU,LONDON,LHR,2026/01/11,13,320.31,337.13
1100,AMSTERDAM,AMS,LONDON,LHR,2025/12/30,13,356.93,434.19
1101,LONDON,LHR,PRAGUE,PRG,2026/01/03,13,1032.7,193.88
1102,PRAGUE,PRG,BRUSSELS,BRU,2026/01/07,13,717.29,137.05
1103,PRAGUE,PRG,MADRID,MAD,2026/01/07,13,1772.38,261.09
1104,LONDON,LHR,BRUSSELS,BRU,2026/01/03,13,320.31,615.48
1105,BRUSSELS,BRU,PRAGUE,PRG,2026/01/07,13,717.29,709.08
1106,PRAGUE,PRG,MADRID,MAD,2026/01/11,13,1772.38,261.09
1107,MADRID,MAD,PRAGUE,PRG,2026/01/11,13,1772.38,252.12
1108,PRAGUE,PRG,PARIS,CDG,2026/01/15,13,882.03,10000000000.0
1109,LONDON,LHR,MADRID,MAD,2026/01/03,13,1263.58,206.41
1110,MADRID,MAD,PRAGUE,PRG,2026/01/07,13,1772.38,251.71
1111,PRAGUE,PRG,BRUSSELS,BRU,2026/01/11,13,717.29,137.05
1112,BRUSSELS,BRU,PRAGUE,PRG,2026/01/11,13,717.29,145.22
1113,AMSTERDAM,AMS,BRUSSELS,BRU,2025/12/30,13,173.48,240.61
1114,BRUSSELS,BRU,PRAGUE,PRG,2026/01/03,13,717.29,118.08
1115,PRAGUE,PRG,LONDON,LHR,2026/01/07,13,1032.7,681.63
1116,BRUSSELS,BRU,LONDON,LHR,2026/01/03,13,320.31,612.08
1117,LONDON,LHR,PRAGUE,PRG,2026/01/07,13,1032.7,269.07
1118,BRUSSELS,BRU,MADRID,MAD,2026/01/03,13,,89.72
1119,PRAGUE,PRG,LONDON,LHR,2026/01/11,13,1032.7,236.68
1120,LONDON,LHR,PRAGUE,PRG,2026/01/11,13,1032.7,269.07
1121,AMSTERDAM,AMS,MADRID,MAD,2025/12/30,13,1481.5,228.33
1122,MADRID,MAD,PRAGUE,PRG,2026/01/03,13,1772.38,251.71
1123,MADRID,MAD,LONDON,LHR,2026/01/03,13,1263.58,182.80
1124,MADRID,MAD,BRUSSELS,BRU,2026/01/03,13,,135.40
1125,PARIS,CDG,PRAGUE,PRG,2025/12/26,13,882.03,212.47
1126,PRAGUE,PRG,AMSTERDAM,AMS,2025/12/30,13,709.98,237.63
1127,AMSTERDAM,AMS,LONDON,LHR,2026/01/03,13,356.93,532.19
1128,AMSTERDAM,AMS,BRUSSELS,BRU,2026/01/03,13,173.48,191.93
1129,AMSTERDAM,AMS,MADRID,MAD,2026/01/03,13,1481.5,192.33
1130,PRAGUE,PRG,LONDON,LHR,2025/12/30,13,1032.7,195.63
1131,LONDON,LHR,AMSTERDAM,AMS,2026/01/03,13,356.93,181.88
1132,AMSTERDAM,AMS,BRUSSELS,BRU,2026/01/07,13,173.48,240.61
1133,AMSTERDAM,AMS,MADRID,MAD,2026/01/07,13,1481.5,228.33
1134,BRUSSELS,BRU,AMSTERDAM,AMS,2026/01/07,13,173.48,190.22
1135,AMSTERDAM,AMS,MADRID,MAD,2026/01/11,13,1481.5,228.33
1136,MADRID,MAD,AMSTERDAM,AMS,2026/01/11,13,1481.5,175.12
1137,AMSTERDAM,AMS,PARIS,CDG,2026/01/15,13,430.51,10000000000.0
1138,MADRID,MAD,AMSTERDAM,AMS,2026/01/07,13,1481.5,175.12
1139,AMSTERDAM,AMS,BRUSSELS,BRU,2026/01/11,13,173.48,240.61
1140,BRUSSELS,BRU,AMSTERDAM,AMS,2026/01/11,13,173.48,190.22
1141,PRAGUE,PRG,BRUSSELS,BRU,2025/12/30,13,717.29,326.96
1142,BRUSSELS,BRU,AMSTERDAM,AMS,2026/01/03,13,173.48,169.08
1143,AMSTERDAM,AMS,LONDON,LHR,2026/01/07,13,356.93,296.24
1144,LONDON,LHR,AMSTERDAM,AMS,2026/01/07,13,356.93,273.07
1145,AMSTERDAM,AMS,LONDON,LHR,2026/01/11,13,356.93,532.19
1146,LONDON,LHR,AMSTERDAM,AMS,2026/01/11,13,356.93,785.00
1147,PRAGUE,PRG,MADRID,MAD,2025/12/30,13,1772.38,261.68
1148,MADRID,MAD,AMSTERDAM,AMS,2026/01/03,13,1481.5,141.12
1149,PARIS,CDG,LONDON,LHR,2025/12/26,13,343.77,197.47
1150,LONDON,LHR,AMSTERDAM,AMS,2025/12/30,13,356.93,355.88
1151,AMSTERDAM,AMS,PRAGUE,PRG,2026/01/03,13,709.98,164.33
1152,LONDON,LHR,PRAGUE,PRG,2025/12/30,13,1032.7,321.88
1153,PRAGUE,PRG,AMSTERDAM,AMS,2026/01/03,13,709.98,461.02
1154,LONDON,LHR,BRUSSELS,BRU,2025/12/30,13,320.31,269.16
1155,AMSTERDAM,AMS,PRAGUE,PRG,2026/01/07,13,709.98,302.24
1156,PRAGUE,PRG,AMSTERDAM,AMS,2026/01/07,13,709.98,141.77
1157,AMSTERDAM,AMS,PRAGUE,PRG,2026/01/11,13,709.98,207.33
1158,PRAGUE,PRG,AMSTERDAM,AMS,2026/01/11,13,709.98,141.77
1159,LONDON,LHR,MADRID,MAD,2025/12/30,13,1263.58,206.41
1160,PARIS,CDG,BRUSSELS,BRU,2025/12/26,13,264.31,167.75
1161,BRUSSELS,BRU,AMSTERDAM,AMS,2025/12/30,13,173.48,190.22
1162,BRUSSELS,BRU,PRAGUE,PRG,2025/12/30,13,717.29,118.08
1163,BRUSSELS,BRU,LONDON,LHR,2025/12/30,13,320.31,280.08
1164,BRUSSELS,BRU,MADRID,MAD,2025/12/30,13,,144.72
1165,PARIS,CDG,MADRID,MAD,2025/12/26,13,1052.45,168.61
1166,MADRID,MAD,AMSTERDAM,AMS,2025/12/30,13,1481.5,175.12
1167,MADRID,MAD,PRAGUE,PRG,2025/12/30,13,1772.38,252.12
1168,MADRID,MAD,LONDON,LHR,2025/12/30,13,1263.58,182.80
1169,MADRID,MAD,BRUSSELS,BRU,2025/12/30,13,,170.40
1170,PARIS,CDG,MILAN,MXP,2025/12/26,14,639.54,194.47
1171,MILAN,MXP,LONDON,LHR,2025/12/30,14,,196.41
1172,LONDON,LHR,ZURICH,ZRH,2026/01/03,14,777.39,136.88
1173,ZURICH,ZRH,VIENNA,VIE,2026/01/07,14,591.57,327.06
1174,VIENNA,VIE,AMSTERDAM,AMS,2026/01/11,14,936.51,165.72
1175,AMSTERDAM,AMS,PARIS,CDG,2026/01/15,14,430.51,10000000000.0
1176,ZURICH,ZRH,AMSTERDAM,AMS,2026/01/07,14,615.3,286.61
1177,AMSTERDAM,AMS,VIENNA,VIE,2026/01/11,14,936.51,222.83
1178,VIENNA,VIE,PARIS,CDG,2026/01/15,14,1033.62,10000000000.0
1179,LONDON,LHR,VIENNA,VIE,2026/01/03,14,1235.16,123.13
1180,VIENNA,VIE,ZURICH,ZRH,2026/01/07,14,591.57,435.72
1181,ZURICH,ZRH,AMSTERDAM,AMS,2026/01/11,14,615.3,286.08
1182,VIENNA,VIE,AMSTERDAM,AMS,2026/01/07,14,936.51,165.72
1183,AMSTERDAM,AMS,ZURICH,ZRH,2026/01/11,14,615.3,260.19
1184,ZURICH,ZRH,PARIS,CDG,2026/01/15,14,489.02,10000000000.0
1185,LONDON,LHR,AMSTERDAM,AMS,2026/01/03,14,356.93,181.88
1186,AMSTERDAM,AMS,ZURICH,ZRH,2026/01/07,14,615.3,260.19
1187,ZURICH,ZRH,VIENNA,VIE,2026/01/11,14,591.57,327.06
1188,AMSTERDAM,AMS,VIENNA,VIE,2026/01/07,14,936.51,222.83
1189,VIENNA,VIE,ZURICH,ZRH,2026/01/11,14,591.57,880.82
1190,MILAN,MXP,ZURICH,ZRH,2025/12/30,14,217.14,421.41
1191,ZURICH,ZRH,LONDON,LHR,2026/01/03,14,777.39,140.11
1192,LONDON,LHR,VIENNA,VIE,2026/01/07,14,1235.16,123.13
1193,LONDON,LHR,AMSTERDAM,AMS,2026/01/07,14,356.93,273.07
1194,ZURICH,ZRH,VIENNA,VIE,2026/01/03,14,591.57,327.06
1195,VIENNA,VIE,LONDON,LHR,2026/01/07,14,1235.16,146.72
1196,LONDON,LHR,AMSTERDAM,AMS,2026/01/11,14,356.93,785.00
1197,AMSTERDAM,AMS,LONDON,LHR,2026/01/11,14,356.93,532.19
1198,LONDON,LHR,PARIS,CDG,2026/01/15,14,343.77,10000000000.0
1199,ZURICH,ZRH,AMSTERDAM,AMS,2026/01/03,14,615.3,213.11
1200,AMSTERDAM,AMS,LONDON,LHR,2026/01/07,14,356.93,296.24
1201,LONDON,LHR,VIENNA,VIE,2026/01/11,14,1235.16,587.25
1202,VIENNA,VIE,LONDON,LHR,2026/01/11,14,1235.16,146.72
1203,MILAN,MXP,VIENNA,VIE,2025/12/30,14,625.43,112.05
1204,VIENNA,VIE,LONDON,LHR,2026/01/03,14,1235.16,146.72
1205,LONDON,LHR,ZURICH,ZRH,2026/01/07,14,777.39,136.88
1206,VIENNA,VIE,ZURICH,ZRH,2026/01/03,14,591.57,435.72
1207,ZURICH,ZRH,LONDON,LHR,2026/01/07,14,777.39,140.11
1208,VIENNA,VIE,AMSTERDAM,AMS,2026/01/03,14,936.51,165.72
1209,LONDON,LHR,ZURICH,ZRH,2026/01/11,14,777.39,693.20
1210,ZURICH,ZRH,LONDON,LHR,2026/01/11,14,777.39,140.11
1211,MILAN,MXP,AMSTERDAM,AMS,2025/12/30,14,829.71,154.11
1212,AMSTERDAM,AMS,LONDON,LHR,2026/01/03,14,356.93,532.19
1213,AMSTERDAM,AMS,ZURICH,ZRH,2026/01/03,14,615.3,818.19
1214,AMSTERDAM,AMS,VIENNA,VIE,2026/01/03,14,936.51,222.83
1215,PARIS,CDG,LONDON,LHR,2025/12/26,14,343.77,197.47
1216,LONDON,LHR,MILAN,MXP,2025/12/30,14,,255.88
1217,MILAN,MXP,ZURICH,ZRH,2026/01/03,14,217.14,171.41
1218,MILAN,MXP,VIENNA,VIE,2026/01/03,14,625.43,112.05
1219,MILAN,MXP,AMSTERDAM,AMS,2026/01/03,14,829.71,154.11
1220,LONDON,LHR,ZURICH,ZRH,2025/12/30,14,777.39,321.88
1221,ZURICH,ZRH,MILAN,MXP,2026/01/03,14,217.14,534.95
1222,MILAN,MXP,VIENNA,VIE,2026/01/07,14,625.43,112.05
1223,MILAN,MXP,AMSTERDAM,AMS,2026/01/07,14,829.71,201.41
1224,VIENNA,VIE,MILAN,MXP,2026/01/07,14,625.43,117.72
1225,MILAN,MXP,AMSTERDAM,AMS,2026/01/11,14,829.71,718.41
1226,AMSTERDAM,AMS,MILAN,MXP,2026/01/11,14,829.71,945.19
1227,MILAN,MXP,PARIS,CDG,2026/01/15,14,639.54,10000000000.0
1228,AMSTERDAM,AMS,MILAN,MXP,2026/01/07,14,829.71,10000000000.0
1229,MILAN,MXP,VIENNA,VIE,2026/01/11,14,625.43,10000000000.0
1230,VIENNA,VIE,MILAN,MXP,2026/01/11,14,625.43,601.72
1231,LONDON,LHR,VIENNA,VIE,2025/12/30,14,1235.16,245.13
1232,VIENNA,VIE,MILAN,MXP,2026/01/03,14,625.43,117.72
1233,MILAN,MXP,ZURICH,ZRH,2026/01/07,14,217.14,171.41
1234,ZURICH,ZRH,MILAN,MXP,2026/01/07,14,217.14,358.13
1235,MILAN,MXP,ZURICH,ZRH,2026/01/11,14,217.14,604.41
1236,ZURICH,ZRH,MILAN,MXP,2026/01/11,14,217.14,778.14
1237,LONDON,LHR,AMSTERDAM,AMS,2025/12/30,14,356.93,355.88
1238,AMSTERDAM,AMS,MILAN,MXP,2026/01/03,14,829.71,220.43
1239,PARIS,CDG,ZURICH,ZRH,2025/12/26,14,489.02,172.47
1240,ZURICH,ZRH,MILAN,MXP,2025/12/30,14,217.14,609.04
1241,MILAN,MXP,LONDON,LHR,2026/01/03,14,,196.41
1242,ZURICH,ZRH,LONDON,LHR,2025/12/30,14,777.39,276.08
1243,LONDON,LHR,MILAN,MXP,2026/01/03,14,,207.88
1244,ZURICH,ZRH,VIENNA,VIE,2025/12/30,14,591.57,585.87
1245,MILAN,MXP,LONDON,LHR,2026/01/07,14,,196.41
1246,LONDON,LHR,MILAN,MXP,2026/01/07,14,,177.88
1247,MILAN,MXP,LONDON,LHR,2026/01/11,14,,732.41
1248,LONDON,LHR,MILAN,MXP,2026/01/11,14,,727.20
1249,ZURICH,ZRH,AMSTERDAM,AMS,2025/12/30,14,615.3,286.08
1250,PARIS,CDG,VIENNA,VIE,2025/12/26,14,1033.62,144.11
1251,VIENNA,VIE,MILAN,MXP,2025/12/30,14,625.43,398.72
1252,VIENNA,VIE,LONDON,LHR,2025/12/30,14,1235.16,355.72
1253,VIENNA,VIE,ZURICH,ZRH,2025/12/30,14,591.57,513.13
1254,VIENNA,VIE,AMSTERDAM,AMS,2025/12/30,14,936.51,421.72
1255,PARIS,CDG,AMSTERDAM,AMS,2025/12/26,14,430.51,199.47
1256,AMSTERDAM,AMS,MILAN,MXP,2025/12/30,14,829.71,220.43
1257,AMSTERDAM,AMS,LONDON,LHR,2025/12/30,14,356.93,434.19
1258,AMSTERDAM,AMS,ZURICH,ZRH,2025/12/30,14,615.3,611.19
1259,AMSTERDAM,AMS,VIENNA,VIE,2025/12/30,14,936.51,222.83
1260,PARIS,CDG,BUDAPEST,BUD,2025/12/26,15,1244.24,197.47
1261,BUDAPEST,BUD,KRAKOW,KRK,2025/12/30,15,292.51,187.85
1262,KRAKOW,KRK,WARSAW,WAW,2026/01/03,15,252.5,237.31
1263,WARSAW,WAW,SOFIA,SOF,2026/01/07,15,1073.95,180.62
1264,SOFIA,SOF,PARIS,CDG,2026/01/11,15,1757.56,149.17
1265,KRAKOW,KRK,SOFIA,SOF,2026/01/03,15,858.84,176.45
1266,SOFIA,SOF,WARSAW,WAW,2026/01/07,15,1073.95,191.03
1267,WARSAW,WAW,PARIS,CDG,2026/01/11,15,1366.89,785.62
1268,BUDAPEST,BUD,WARSAW,WAW,2025/12/30,15,544.75,212.85
1269,WARSAW,WAW,KRAKOW,KRK,2026/01/03,15,252.5,553.15
1270,KRAKOW,KRK,SOFIA,SOF,2026/01/07,15,858.84,723.45
1271,WARSAW,WAW,SOFIA,SOF,2026/01/03,15,1073.95,180.62
1272,SOFIA,SOF,KRAKOW,KRK,2026/01/07,15,858.84,197.03
1273,KRAKOW,KRK,PARIS,CDG,2026/01/11,15,1275.3,653.45
1274,BUDAPEST,BUD,SOFIA,SOF,2025/12/30,15,630.66,182.31
1275,SOFIA,SOF,KRAKOW,KRK,2026/01/03,15,858.84,855.03
1276,KRAKOW,KRK,WARSAW,WAW,2026/01/07,15,252.5,556.31
1277,SOFIA,SOF,WARSAW,WAW,2026/01/03,15,1073.95,191.03
1278,WARSAW,WAW,KRAKOW,KRK,2026/01/07,15,252.5,263.48
1279,PARIS,CDG,KRAKOW,KRK,2025/12/26,15,1275.3,184.47
1280,KRAKOW,KRK,BUDAPEST,BUD,2025/12/30,15,292.51,216.45
1281,BUDAPEST,BUD,WARSAW,WAW,2026/01/03,15,544.75,159.85
1282,BUDAPEST,BUD,SOFIA,SOF,2026/01/03,15,630.66,809.85
1283,KRAKOW,KRK,WARSAW,WAW,2025/12/30,15,252.5,237.31
1284,WARSAW,WAW,BUDAPEST,BUD,2026/01/03,15,544.75,195.62
1285,BUDAPEST,BUD,SOFIA,SOF,2026/01/07,15,630.66,190.85
1286,SOFIA,SOF,BUDAPEST,BUD,2026/01/07,15,630.66,186.17
1287,BUDAPEST,BUD,PARIS,CDG,2026/01/11,15,1244.24,253.31
1288,KRAKOW,KRK,SOFIA,SOF,2025/12/30,15,858.84,176.45
1289,SOFIA,SOF,BUDAPEST,BUD,2026/01/03,15,630.66,214.03
1290,BUDAPEST,BUD,WARSAW,WAW,2026/01/07,15,544.75,493.85
1291,WARSAW,WAW,BUDAPEST,BUD,2026/01/07,15,544.75,195.62
1292,PARIS,CDG,WARSAW,WAW,2025/12/26,15,1366.89,197.47
1293,WARSAW,WAW,BUDAPEST,BUD,2025/12/30,15,544.75,195.62
